,num,zipcode,name,latitude,longitude,geohash,geohash_5,geohash_6,population_bucket,population_bucket_label
3755,2423.0,39037,Liérganes,43.3457326,-3.7432184,eztq,eztqd,eztqdf,"(1000, 5000]",4
3756,1096.0,2044,Liétor,38.5422805,-1.9558065,eyye,eyye7,eyye72,"(1000, 5000]",4
3757,383.0,4058,Líjar,37.2949008,-2.2185033,eywk,eywkj,eywkjt,"(100, 500]",2
3758,2543.0,45084,Lillo,50.6365654,3.0635282,u140,u140j,u140jd,"(1000, 5000]",4
3759,1993.0,39038,Limpias,43.3642392,-3.4176158,eztw,eztwd,eztwdn,"(1000, 5000]",4
3760,55729.0,23055,Linares,38.0931247,-3.6357207,eyv2,eyv2t,eyv2tq,"(50000, 100000]",7
3761,276.0,21045,Linares de la Sierra,37.8795891,-6.6210675,eyer,eyer3,eyer3r,"(100, 500]",2
3762,235.0,44137,Linares de Mora,40.3218472,-0.5750932,ezpt,ezpt6,ezpt6u,"(100, 500]",2
3763,935.0,37172,Linares de Riofrío,40.5822963,-5.9195865,ez5y,ez5yc,ez5yc7,"(500, 1000]",3
3764,63271.0,11022,Línea de la Concepción,10.6220374,-71.8334761,d3uu,d3uum,d3uumm,"(50000, 100000]",7
3765,2723.0,25122,Linyola,41.7104501,0.9037626,sp2t,sp2tk,sp2tk9,"(1000, 5000]",4
3766,194.0,50140,Litago,41.8140573,-1.7538112,ezqv,ezqvb,ezqvbh,"(100, 500]",2
3767,121.0,50141,Lituénigo,41.8357678,-1.7608154,ezqt,ezqtz,ezqtzz,"(100, 500]",2
3768,629.0,20054,Lizartza,43.1033934,-2.034474,ezwt,ezwt1,ezwt1w,"(500, 1000]",3
3769,309.0,31156,Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,42.8305239,-1.4679293919597263,ezwg,ezwgw,ezwgwt,"(100, 500]",2
3770,942.0,8104,Llacuna,41.3993586,2.1976986,sp3e,sp3ed,sp3ed0,"(500, 1000]",3
3771,827.0,17088,Lladó,42.2478898,2.8120781,sp9b,sp9br,sp9brf,"(500, 1000]",3
3772,254.0,25123,Lladorre,42.6209464,1.2494301,sp8f,sp8fk,sp8fkq,"(100, 500]",2
3773,190.0,25124,Lladurs,42.0447764,1.5077551,sp3p,sp3p4,sp3p4q,"(100, 500]",2
3774,13155.0,8105,Llagosta,41.5139877,2.1912073,sp3s,sp3s1,sp3s1v,"(10000, 50000]",6
3775,9024.0,17089,Llagostera,41.8289064,2.8920386,sp6j,sp6jc,sp6jcy,"(5000, 10000]",5
3776,810.0,24092,Llamas de la Ribera,42.6358722,-5.8240344,ezef,ezefe,ezefe3,"(500, 1000]",3
3777,731.0,17090,Llambilles,41.9215695,2.851079,sp6n,sp6n2,sp6n2z,"(500, 1000]",3
3778,533.0,17091,Llanars,42.3197051,2.3435638,sp98,sp98v,sp98v2,"(500, 1000]",3
3779,4905.0,17092,Llançà,42.3646215,3.1581373,spd1,spd1p,spd1pb,"(1000, 5000]",4
3780,13792.0,33035,Llanera,43.4545737,-5.850642615099105,ezez,ezez4,ezez4y,"(10000, 50000]",6
3781,1066.0,46154,Llanera de Ranes,38.9926057,-0.5721855,eyzt,eyztf,eyztff,"(1000, 5000]",4
3782,13545.0,33036,Llanes,43.4211205,-4.7530835,ezsx,ezsx5,ezsx5b,"(10000, 50000]",6
3783,51.0,9195,Llano de Bureba,42.6244785,-3.4589436,eztd,eztd3,eztd3r,"(0, 100]",1
3784,52.0,47079,Llano de Olmedo,41.2674383,-4.614043,ezkd,ezkdz,ezkdz0,"(0, 100]",1
3785,20551.0,38024,Llanos de Aridane,28.6592222,-17.9151945,et57,et570,et5703,"(10000, 50000]",6
3786,62.0,5113,Llanos de Tormes,-27.4072662,-70.2845141,67nh,67nh0,67nh0d,"(0, 100]",1
3787,693.0,13904,Llanos del Caudillo,39.117787,-3.351901,eyvw,eyvwe,eyvwe9,"(500, 1000]",3
3788,421.0,25125,Llardecans,41.3742018,0.5509848,sp27,sp27k,sp27ke,"(100, 500]",2
3789,1193.0,46155,Llaurí,39.1469364,-0.3299823,eyzy,eyzy8,eyzy8q,"(1000, 5000]",4
3790,343.0,25126,Llavorsí,42.4957479,1.210519,sp8c,sp8cg,sp8cg8,"(100, 500]",2
3791,171.0,44141,Lledó,40.9554022,0.2771743,sp20,sp20y,sp20yr,"(100, 500]",2
3792,140797.0,25120,Lleida,41.6147605,0.6267842,sp2k,sp2kw,sp2kwr,"(100000, 250000]",8
3793,822.0,6073,Llera,38.4469112,-6.0567079,eygd,eygdw,eygdwp,"(500, 1000]",3
3794,5670.0,6074,Llerena,38.2378976,-6.0149901,eyg9,eyg9x,eyg9x0,"(5000, 10000]",5
3795,1245.0,17093,Llers,42.2956869,2.9114592,spd0,spd0d,spd0d7,"(1000, 5000]",4
3796,286.0,25127,Lles de Cerdanya,42.3896295,1.6876049,sp91,sp91n,sp91nk,"(100, 500]",2
3797,967.0,3085,Llíber,38.7429774,0.0061079,snbh,snbh2,snbh2h,"(500, 1000]",3
3798,15801.0,8107,Lliçà d'Amunt,41.6104867,2.2397066,sp3s,sp3sd,sp3sdy,"(10000, 50000]",6
3799,6760.0,8108,Lliçà de Vall,41.5915542,2.2422403,sp3s,sp3se,sp3se5,"(5000, 10000]",5
3800,146.0,25128,Llimiana,42.0750605,0.91585,sp2x,sp2xk,sp2xkg,"(100, 500]",2
3801,10205.0,8106,Llinars del Vallès,41.6383547,2.4033771,sp3s,sp3sy,sp3sys,"(10000, 50000]",6
3802,24036.0,46147,Llíria,39.6251478,-0.5952749,ezp9,ezp96,ezp96m,"(10000, 50000]",6
3803,1495.0,17094,Llívia,42.4640786,1.9804293,sp93,sp93t,sp93t4,"(1000, 5000]",4
3804,104.0,43072,Lloar,41.185269,0.7505207,sp2d,sp2d3,sp2d31,"(100, 500]",2
3805,202.0,25129,Llobera,41.9509343,1.4723539,sp3n,sp3n9,sp3n9s,"(100, 500]",2
3806,109.0,46152,Llocnou de la Corona,39.4204988,-0.3819899,ezp8,ezp8r,ezp8r2,"(100, 500]",2
3807,577.0,46153,Llocnou de Sant Jeroni,38.9130107,-0.2841276,eyzv,eyzv3,eyzv3e,"(500, 1000]",3
3808,924.0,46151,Llocnou d'En Fenollet,39.0124141,-0.4664784,eyzt,eyztv,eyztvm,"(500, 1000]",3
3809,2648.0,46156,Llombai,39.2816214,-0.5731796,eyzx,eyzx6,eyzx6z,"(1000, 5000]",4
3810,96.0,43073,Llorac,41.5561484,1.3071491,sp2u,sp2um,sp2umt,"(0, 100]",1
3811,2393.0,43074,Llorenç del Penedès,41.2831394,1.5533507,sp34,sp34g,sp34g7,"(1000, 5000]",4
3812,38941.0,17095,Lloret de Mar,41.6973503,2.8392392,sp6j,sp6j0,sp6j0w,"(10000, 50000]",6
3813,1514.0,7028,Lloret de Vistalegre,39.61793,2.9751725,sp41,sp417,sp417s,"(1000, 5000]",4
3814,3652.0,46157,Llosa de Ranes,39.0185366,-0.5335879,eyzt,eyztg,eyztgz,"(1000, 5000]",4
3815,969.0,12074,Llosa,43.3959693,-5.6543907,ezey,ezeyz,ezeyz7,"(500, 1000]",3
3816,6312.0,7029,Lloseta,39.7182833,2.8665761,sp41,sp41c,sp41cn,"(5000, 10000]",5
3817,205.0,17096,Llosses,42.1506279,2.1166718,sp3x,sp3xb,sp3xb1,"(100, 500]",2
3818,2392.0,7030,Llubí,39.7003358,3.0042475,sp41,sp41u,sp41u7,"(1000, 5000]",4
3819,279.0,8109,Lluçà,42.0671674,2.0482158201809684,sp3r,sp3rq,sp3rqd,"(100, 500]",2
3820,1325.0,12072,Llucena/Lucena del Cid,40.1380347,-0.2803778,ezpu,ezpu3,ezpu3d,"(1000, 5000]",4
3821,38722.0,7031,Llucmajor,39.4439046,2.840129,sp40,sp402,sp402s,"(10000, 50000]",6
3822,2318.0,46150,Llutxent,38.9427057,-0.3565953,eyzt,eyztx,eyztxc,"(1000, 5000]",4
3823,353.0,22149,Loarre,42.3140366,-0.625272,ezx8,ezx89,ezx89z,"(100, 500]",2
3824,774.0,32041,Lobeira,42.0029828,-8.044802201785807,ez6q,ez6qb,ez6qby,"(500, 1000]",3
3825,26.0,50142,Lobera de Onsella,42.4786644,-1.0216465,ezx3,ezx38,ezx38v,"(0, 100]",1
3826,1703.0,32042,Lobios,41.901747,-8.0840143,ez6q,ez6q2,ez6q25,"(1000, 5000]",4
3827,2761.0,6072,Lobón,38.8468651,-6.6251302,eygk,eygkc,eygkcp,"(1000, 5000]",4
3828,135.0,18121,Lobras,36.9293591,-3.2127608,eytd,eytdn,eytdnf,"(100, 500]",2
3829,4861.0,31157,Lodosa,42.4241886,-2.0785646,ezw9,ezw92,ezw92e,"(1000, 5000]",4
3830,8944.0,28075,Loeches,40.3837901,-3.4092281,ezjt,ezjtd,ezjtdr,"(5000, 10000]",5
3831,150020.0,26089,Logroño,42.4661196,-2.4396676,ezw3,ezw38,ezw386,"(100000, 250000]",8
3832,1936.0,10109,Logrosán,39.336979,-5.4924596,eyup,eyupg,eyupg1,"(1000, 5000]",4
3833,2318.0,48903,Loiu,43.3147645,-2.9388878,ezty,eztym,eztymj,"(1000, 5000]",4
3834,20555.0,18122,Loja,-4.0528506,-79.8053425,6pr0,6pr0z,6pr0zy,"(10000, 50000]",6
3835,189.0,34903,Loma de Ucieza,42.4771428,-4.578716473021888,ezs9,ezs9x,ezs9xu,"(100, 500]",2
3836,44.0,34096,Lomas,42.27354,-4.5503861,ezsb,ezsb2,ezsb2r,"(0, 100]",1
3837,2510.0,45085,Lominchar,40.0900948,-3.9665995,ezjh,ezjhj,ezjhjd,"(1000, 5000]",4
3838,172.0,47078,Lomoviejo,41.149968,-4.9169301,ezkd,ezkd0,ezkd05,"(100, 500]",2
3839,882.0,50143,Longares,41.40284,-1.1681774,ezr5,ezr5t,ezr5t3,"(500, 1000]",3
3840,42.0,50144,Longás,42.4802884,-0.9350956,ezx3,ezx3d,ezx3dt,"(0, 100]",1
3841,271.0,31158,Lónguida/Longida,42.7807854,-1.4012072822174049,ezx5,ezx52,ezx52h,"(100, 500]",2
3842,3616.0,23056,Lopera,37.9455526,-4.2142298,eytp,eytpb,eytpb5,"(1000, 5000]",4
3843,574.0,22150,Loporzano,42.1612104,-0.3233975,ezrz,ezrzb,ezrzbe,"(500, 1000]",3
3844,883.0,41054,Lora de Estepa,37.2687903,-4.8271052,eyss,eyss4,eyss40,"(500, 1000]",3
3845,18417.0,41055,Lora del Río,37.6574267,-5.5275818,eysn,eysn4,eysn4p,"(10000, 50000]",6
3846,1318.0,19160,Loranca de Tajuña,40.4477496,-3.1161695,ezjy,ezjy1,ezjy15,"(1000, 5000]",4
3847,97151.0,30024,Lorca,37.6712139,-1.6990431,eywy,eywy3,eywy33,"(50000, 100000]",7
3848,565.0,3084,Lorcha/Orxa,38.8438222,-0.31146,eyzu,eyzub,eyzubz,"(500, 1000]",3
3849,2100.0,46148,Loriguilla,39.4905062,-0.5722427,ezp8,ezp8d,ezp8dv,"(1000, 5000]",4
3850,7510.0,30025,Lorquí,38.0815272,-1.2536182,eyz0,eyz0e,eyz0ek,"(5000, 10000]",5
3851,527.0,46149,Losa del Obispo,39.695763,-0.8710594,ezp3,ezp3u,ezp3u4,"(500, 1000]",3
3852,537.0,40113,Losa,11.7082826,124.7132082,wf0d,wf0dt,wf0dtg,"(500, 1000]",3
3853,203.0,49098,Losacino,41.6801775,-6.0804218,ez7t,ez7tj,ez7tje,"(100, 500]",2
3854,86.0,49099,Losacio,41.7108807,-6.0398748,ez7t,ez7tq,ez7tq9,"(0, 100]",1
3855,2653.0,10110,Losar de la Vera,40.121961,-5.6069115,ezhh,ezhh0,ezhh0r,"(1000, 5000]",4
3856,101.0,5112,Losar del Barco,40.3932256,-5.5393432,ezhj,ezhjc,ezhjcc,"(100, 500]",2
3857,98.0,22151,Loscorrales,42.25297,-0.6414831,ezx8,ezx83,ezx837,"(0, 100]",1
3858,118.0,44138,Loscos,41.081388,-1.0449678,ezr3,ezr38,ezr38n,"(100, 500]",2
3859,13.0,42106,Losilla,39.9665417,-1.0929647,ezp5,ezp5r,ezp5r5,"(0, 100]",1
3860,2115.0,27027,Lourenzá,43.459566,-7.285051198953225,ezdz,ezdz4,ezdz4p,"(1000, 5000]",4
3861,3210.0,15042,Lousame,42.7733607,-8.832957073089341,ez9e,ez9er,ez9er4,"(1000, 5000]",4
3862,602.0,28076,Lozoya,40.9513281,-3.7917078,ezm2,ezm2c,ezm2cw,"(500, 1000]",3
3863,1461.0,28901,Lozoyuela-Navas-Sieteiglesias,40.9263383,-3.6176377,ezm2,ezm2v,ezm2vd,"(1000, 5000]",4
3864,305.0,49100,Lubián,42.0352659,-6.9051722,ez7p,ez7p4,ez7p4u,"(100, 500]",2
3865,1457.0,4059,Lubrín,37.216181,-2.0669673,eywe,eywe8,eywe8y,"(1000, 5000]",4
3866,595.0,4060,Lucainena de las Torres,37.040325,-2.20112,eyw6,eyw6t,eyw6ty,"(500, 1000]",3
3867,803.0,4061,Lúcar,37.4009313,-2.4241485,eywk,eywkb,eywkbb,"(500, 1000]",3
3868,42645.0,14038,Lucena,37.4091334,-4.4860128,eysu,eysuc,eysucf,"(10000, 50000]",6
3869,226.0,50146,Lucena de Jalón,41.5531291,-1.3140475,ezrh,ezrh6,ezrh6h,"(100, 500]",2
3870,3213.0,21046,Lucena del Puerto,37.3035671,-6.7284528,eyeh,eyehn,eyehny,"(1000, 5000]",4
3871,973.0,50147,Luceni,41.8285871,-1.2392195,ezrj,ezrjg,ezrjgy,"(500, 1000]",3
3872,368.0,13051,Luciana,38.9844387,-4.2925731,eyuv,eyuvy,eyuvy2,"(100, 500]",2
3873,376.0,24090,Lucillo,42.4100442,-6.3043737,eze9,eze92,eze928,"(100, 500]",2
3874,571.0,45086,Lucillos,39.9849265,-4.6117589,ezhe,ezher,ezherp,"(500, 1000]",3
3875,140.0,12073,Ludiente,40.0868846,-0.3717111,ezps,ezpsp,ezpsp9,"(100, 500]",2
3876,155.0,49101,Luelmo,41.4396127,-6.1327146,ez7e,ez7es,ez7esr,"(100, 500]",2
3877,622.0,39039,Luena,43.111758449999996,-3.907038383864263,eztj,eztjr,eztjr0,"(500, 1000]",3
3878,333.0,50148,Luesia,42.3698114,-1.0231617,ezx3,ezx30,ezx309,"(100, 500]",2
3879,38.0,50149,Luesma,41.1663123,-1.1462268,ezr4,ezr4j,ezr4jy,"(0, 100]",1
3880,97211.0,27028,Lugo,43.0462247,-7.4739921,ezds,ezdsv,ezdsvu,"(50000, 100000]",7
3881,304.0,18123,Lugros,37.2296011,-3.2412578,eyte,eytey,eytey1,"(100, 500]",2
3882,4588.0,41056,Luisiana,30.8703881,-92.007126,9vqx,9vqxd,9vqxd7,"(1000, 5000]",4
3883,483.0,18124,Lújar,36.7865608,-3.4044407,eyt9,eyt96,eyt968,"(100, 500]",2
3884,1297.0,31159,Lumbier,42.6522082,-1.3083408,ezx4,ezx4d,ezx4dh,"(1000, 5000]",4
3885,1534.0,37173,Lumbrales,40.9364713,-6.7204227,ez70,ez70z,ez70zh,"(1000, 5000]",4
3886,144.0,26091,Lumbreras de Cameros,42.1048352,-2.6225742,ezqp,ezqps,ezqps2,"(100, 500]",2
3887,841.0,50150,Lumpiaque,41.6295982,-1.3010144,ezrh,ezrhf,ezrhf6,"(500, 1000]",3
3888,694.0,50151,Luna,42.1675205,-0.9325526,ezrr,ezrrf,ezrrfu,"(500, 1000]",3
3889,286.0,19161,Lupiana,40.610314,-3.0531406,ezjz,ezjz4,ezjz48,"(100, 500]",2
3890,354.0,22905,Lupiñén-Ortilla,42.1747809,-0.582497,ezrx,ezrxf,ezrxft,"(100, 500]",2
3891,830.0,23057,Lupión,37.9972849,-3.5465487,eyv2,eyv2p,eyv2pm,"(500, 1000]",3
3892,2926.0,14039,Luque,-25.2665417,-57.4926928,6ex0,6ex07,6ex078,"(1000, 5000]",4
3893,132.0,31160,Luquin,42.6122984,-2.0991905,ezwd,ezwd2,ezwd2j,"(100, 500]",2
3894,562.0,24091,Luyego,42.343070749999995,-6.235351242809454,eze8,eze8f,eze8fh,"(500, 1000]",3
3895,65.0,19162,Luzaga,40.9733413,-2.4454122,ezq3,ezq30,ezq306,"(0, 100]",1
3896,317.0,31248,Luzaide/Valcarlos,43.0926454,-1.3017388,ezxj,ezxj4,ezxj4k,"(100, 500]",2
3897,65.0,19163,Luzón,15.5503097,120.73949563808395,wdvb,wdvb7,wdvb7q,"(0, 100]",1
3898,5393.0,4062,Macael,37.3309751,-2.3024387,eywk,eywk7,eywk7e,"(5000, 10000]",5
3899,724.0,17102,Maçanet de Cabrenys,42.3861179,2.7485579,sp9c,sp9cn,sp9cns,"(500, 1000]",3
3900,7572.0,17103,Maçanet de la Selva,41.7774422,2.7309252,sp3v,sp3vw,sp3vwj,"(5000, 10000]",5
3901,1387.0,46158,Macastre,39.3820383,-0.7854865,ezp2,ezp2n,ezp2n1,"(1000, 5000]",4
3902,2853.0,32043,Maceda,42.2708159,-7.6508391,ezd8,ezd83,ezd83z,"(1000, 5000]",4
3903,442.0,37175,Machacón,40.9260708,-5.5241651,ezk0,ezk0f,ezk0f6,"(100, 500]",2
3904,513.0,29066,Macharaviaya,36.7623774,-4.2138163,eyt1,eyt10,eyt10h,"(500, 1000]",3
3905,999.0,37174,Macotera,40.8307306,-5.2853851,ezk0,ezk0r,ezk0r9,"(500, 1000]",3
3906,63.0,28078,Madarcos,41.0477311,-3.5821549,ezm3,ezm3w,ezm3w2,"(0, 100]",1
3907,175.0,49102,Maderal,9.9688494,-84.5100535,d1gb,d1gbs,d1gbsy,"(100, 500]",2
3908,115.0,40115,Maderuelo,41.4867788,-3.5219055,ezmk,ezmkp,ezmkpb,"(100, 500]",2
3909,302.0,17097,Madremanya,41.9900799,2.9568764,sp6n,sp6ng,sp6ngk,"(100, 500]",2
3910,3280782.0,28079,Madrid,40.4167047,-3.7035825,ezjm,ezjmg,ezjmgt,,
3911,467.0,49103,Madridanos,41.4803445,-5.6040598,ezk5,ezk5b,ezk5br,"(100, 500]",2
3912,10202.0,45087,Madridejos,39.4697204,-3.5353737,ezj2,ezj2x,ezj2x9,"(10000, 50000]",6
3913,1543.0,10111,Madrigal de la Vera,40.1466193,-5.3673231,ezhh,ezhhm,ezhhmu,"(1000, 5000]",4
3914,1350.0,5114,Madrigal de las Altas Torres,41.0895339,-4.9994857,ezk3,ezk3y,ezk3y0,"(1000, 5000]",4
3915,142.0,9196,Madrigal del Monte,42.1446198,-3.675334,ezmr,ezmru,ezmru2,"(100, 500]",2
3916,1712.0,10112,Madrigalejo,39.1389963,-5.6272875,eygy,eygyx,eygyxv,"(1000, 5000]",4
3917,183.0,9197,Madrigalejo del Monte,42.1244801,-3.7248736,ezmr,ezmre,ezmreh,"(100, 500]",2
3918,4644.0,2045,Madrigueras,39.2370979,-1.8001238,eyyx,eyyxp,eyyxpn,"(1000, 5000]",4
3919,140.0,37176,Madroñal,40.4642383,-6.0628365,ez5w,ez5wn,ez5wnn,"(100, 500]",2
3920,2383.0,10113,Madroñera,39.4253942,-5.757169,ez5b,ez5bk,ez5bkc,"(1000, 5000]",4
3921,290.0,41057,Madroño,2.355403,-76.9629369,d23m,d23m2,d23m2s,"(100, 500]",2
3922,2097.0,50152,Maella,41.1221513,0.139357,sp21,sp21g,sp21gn,"(1000, 5000]",4
3923,669.0,5115,Maello,40.8088827,-4.5098,ezkb,ezkb1,ezkb1m,"(500, 1000]",3
3924,507.0,6075,Magacela,38.895885,-5.7344479,eygv,eygvm,eygvm8,"(500, 1000]",3
3925,1118.0,50153,Magallón,41.8326084,-1.4609335,ezqv,ezqvy,ezqvyz,"(1000, 5000]",4
3926,3875.0,45088,Magán,39.961848,-3.9308991,ezj5,ezj5q,ezj5qd,"(1000, 5000]",4
3927,66.0,42107,Magaña,41.9005681,-2.1631048,ezqq,ezqqq,ezqqqg,"(0, 100]",1
3928,357.0,24093,Magaz de Cepeda,42.5399401,-6.0746358,ezed,ezedj,ezedjb,"(100, 500]",2
3929,1010.0,34098,Magaz de Pisuerga,41.9825261,-4.4279316,ezky,ezkyg,ezkyg4,"(1000, 5000]",4
3930,961.0,6076,Maguilla,38.3676322,-5.8375866,eygf,eygf7,eygf70,"(500, 1000]",3
3931,107.0,9198,Mahamud,42.1200649,-3.9409416,ezmp,ezmpw,ezmpw7,"(100, 500]",2
3932,310.0,49104,Mahide,41.8688255,-6.3772489,ez7q,ez7qn,ez7qnv,"(100, 500]",2
3933,1430.0,2046,Mahora,39.213347,-1.7243828,eyyz,eyyz0,eyyz0f,"(1000, 5000]",4
3934,462.0,17098,Maià de Montcal,42.2221769,2.7431144,sp9b,sp9bn,sp9bnq,"(100, 500]",2
3935,911.0,25133,Maials,41.3640737,0.5053309,sp27,sp277,sp2776,"(500, 1000]",3
3936,31.0,44142,Maicas,40.9663131,-0.8900721,ezr3,ezr35,ezr359,"(0, 100]",1
3937,276.0,37177,Maíllo,40.9246336,-3.1383885,ezmb,ezmbb,ezmbbd,"(100, 500]",2
3938,170.0,50154,Mainar,41.1925768,-1.3027612,ezr4,ezr46,ezr466,"(100, 500]",2
3939,139.0,49105,Maire de Castroponce,42.1134195,-5.7837458,ez7z,ez7zs,ez7zs6,"(100, 500]",2
3940,23938.0,41058,Mairena del Alcor,37.3730933,-5.7489246,eyeu,eyeut,eyeut5,"(10000, 50000]",6
3941,47161.0,41059,Mairena del Aljarafe,37.3444908,-6.0606771,eyes,eyesq,eyesqn,"(10000, 50000]",6
3942,72179.0,28080,Majadahonda,40.473055,-3.8724138,ezjn,ezjnp,ezjnpz,"(50000, 100000]",7
3943,1312.0,10114,Majadas,39.9422744,-5.7473959,ez5g,ez5gj,ez5gjp,"(1000, 5000]",4
3944,233.0,16121,Majadas,39.9422744,-5.7473959,ez5g,ez5gj,ez5gjp,"(100, 500]",2
3945,54.0,19165,Majaelrayo,41.1116768,-3.30221,ezm9,ezm9u,ezm9uu,"(0, 100]",1
3946,8.0,42108,Maján,41.4690623,-2.3030166,ezq7,ezq7g,ezq7gt,"(0, 100]",1
3947,579076.0,29067,Málaga,36.7213028,-4.4216366,eysb,eysbg,eysbgk,"(500000, 1000000]",10
3948,174.0,19166,Málaga del Fresno,40.7892213,-3.2470091,ezm8,ezm8n,ezm8n1,"(100, 500]",2
3949,7801.0,13052,Malagón,39.1688771,-3.8512824,eyvq,eyvqb,eyvqb6,"(5000, 10000]",5
3950,172.0,19167,Malaguilla,40.8221438,-3.2565979,ezm8,ezm8j,ezm8jz,"(100, 500]",2
3951,1810.0,18126,Malahá,-3.8192198,121.4052604,qxq6,qxq66,qxq668,"(1000, 5000]",4
3952,90.0,50155,Malanquilla,41.5690458,-1.8745442,ezqs,ezqsm,ezqsmr,"(0, 100]",1
3953,344.0,6077,Malcocinado,38.1226871,-5.6920758,eygb,eygby,eygbyk,"(100, 500]",2
3954,234.0,25130,Maldà,41.5504572,1.0406332,sp2s,sp2sr,sp2srs,"(100, 500]",2
3955,262.0,50156,Maleján,41.828359,-1.5489316,ezqv,ezqvu,ezqvuy,"(100, 500]",2
3956,19093.0,8110,Malgrat de Mar,41.6459118,2.7414054,sp3u,sp3uy,sp3uym,"(10000, 50000]",6
3957,272.0,8111,Malla,41.887016,2.2354564,sp3w,sp3w6,sp3w6c,"(100, 500]",2
3958,1185.0,48058,Mallabia,43.1895207,-2.5298369,ezwj,ezwjw,ezwjwq,"(1000, 5000]",4
3959,2937.0,50160,Mallén,41.9046128,-1.4205413,ezqy,ezqyr,ezqyrs,"(1000, 5000]",4
3960,392.0,50157,Malón,41.9526553,-1.673031,ezqy,ezqy9,ezqy9v,"(100, 500]",2
3961,90.0,37178,Malpartida,40.7625157,-5.2326741,ezhr,ezhrb,ezhrbu,"(0, 100]",1
3962,4074.0,10115,Malpartida de Cáceres,39.445575,-6.5058549,ez52,ez527,ez527u,"(1000, 5000]",4
3963,101.0,5116,Malpartida de Corneja,40.5219022,-5.3491147,ezhn,ezhnw,ezhnw2,"(100, 500]",2
3964,528.0,6078,Malpartida de la Serena,38.6743038,-5.6406571,eygu,eygup,eygup8,"(500, 1000]",3
3965,4635.0,10116,Malpartida de Plasencia,39.9811621,-6.0437752,ez5e,ez5eq,ez5eqq,"(1000, 5000]",4
3966,5296.0,15043,Malpica de Bergantiños,43.3243063,-8.8086666,ez9w,ez9wr,ez9wrw,"(5000, 10000]",5
3967,1688.0,45089,Malpica de Tajo,39.8946197,-4.54845,ezhf,ezhfb,ezhfbq,"(1000, 5000]",4
3968,905.0,50159,Maluenda,41.287275,-1.6159405,ezqf,ezqfg,ezqfgh,"(500, 1000]",3
3969,113.0,49107,Malva,41.6545033,-5.4865985,ezkh,ezkhg,ezkhgn,"(100, 500]",2
3970,198.0,5117,Mamblas,41.020283,-5.0110468,ezk3,ezk3m,ezk3mg,"(100, 500]",2
3971,107.0,9199,Mambrilla de Castrejón,41.6669494,-3.9848011,ezmj,ezmjj,ezmjj3,"(100, 500]",2
3972,47.0,9200,Mambrillas de Lara,42.0949074,-3.4613668,ezmx,ezmx3,ezmx3p,"(0, 100]",1
3973,26.0,9201,Mamolar,41.927038,-3.362244,ezmw,ezmwe,ezmwe2,"(0, 100]",1
3974,45352.0,7033,Manacor,39.5696458,3.2106461,sp43,sp431,sp4315,"(10000, 50000]",6
3975,210.0,37179,Mancera de Abajo,40.8398631,-5.1989493,ezk2,ezk23,ezk23d,"(100, 500]",2
3976,70.0,5118,Mancera de Arriba,40.7915374,-5.1471584,ezk2,ezk24,ezk24c,"(0, 100]",1
3977,11350.0,23058,Mancha Real,37.7864076,-3.6125494,eytq,eytqv,eytqvy,"(10000, 50000]",6
3978,750.0,6079,Manchita,38.8138853,-6.020373,eygs,eygsz,eygsz1,"(500, 1000]",3
3979,103.0,50161,Manchones,41.1499729,-1.4659045,ezqf,ezqfn,ezqfne,"(100, 500]",2
3980,22.0,9202,Manciles,42.456051,-3.9451813,ezt1,ezt1w,ezt1w0,"(0, 100]",1
3981,1596.0,7034,Mancor de la Vall,39.7501386,2.8709873,sp44,sp441,sp441k,"(1000, 5000]",4
3982,298.0,19168,Mandayona,40.9565572,-2.7497263,ezq0,ezq0c,ezq0cr,"(100, 500]",2
3983,454.0,49108,Manganeses de la Lampreana,41.7505124,-5.7108208,ez7v,ez7vw,ez7vw0,"(100, 500]",2
3984,623.0,49109,Manganeses de la Polvorosa,42.0362362,-5.7463806,ez7z,ez7zj,ez7zjh,"(500, 1000]",3
3985,17157.0,29068,Manilva,36.3769979,-5.2489786,eykq,eykqb,eykqbw,"(10000, 50000]",6
3986,31170.0,46159,Manises,39.492989,-0.4621429,ezp8,ezp8t,ezp8tm,"(10000, 50000]",6
3987,20.0,5119,Manjabálago y Ortigosa de Rioalmar,40.6750548,-5.0513245,ezhr,ezhrm,ezhrmh,"(0, 100]",1
3988,110.0,26092,Manjarrés,42.3918759,-2.6758322,ezw1,ezw15,ezw15j,"(100, 500]",2
3989,20883.0,8112,Manlleu,41.9999811,2.2841159,sp3w,sp3wg,sp3wgv,"(10000, 50000]",6
3990,52.0,34099,Manquillos,42.2042764,-4.5675522,ezsb,ezsb0,ezsb05,"(0, 100]",1
3991,77452.0,8113,Manresa,41.7288939,1.8286765,sp3m,sp3m3,sp3m3s,"(50000, 100000]",7
3992,52.0,26093,Mansilla de la Sierra,42.1532975,-2.9446257,ezmz,ezmzu,ezmzuc,"(0, 100]",1
3993,1679.0,24094,Mansilla de las Mulas,42.4991013,-5.4169163,ezs1,ezs1u,ezs1u8,"(1000, 5000]",4
3994,327.0,24095,Mansilla Mayor,42.5093156,-5.4436183,ezs1,ezs1u,ezs1u4,"(100, 500]",2
